date,home_team_api_id,away_team_api_id,on_target_shot_home_team,on_target_shot_away_team,off_target_shot_home_team,off_target_shot_away_team,foul_home_team,foul_away_team,yellow_card_home_team,yellow_card_away_team,red_card_home_team,red_card_away_team,crosses_home_team,crosses_away_team,corner_home_team,corner_away_team,possession_home_team,possession_away_team,betting_odds_home_avrg,betting_odds_draw_avrg,betting_odds_away_avrg,home_team_rating_avrg,away_team_rating_avrg,home_prev_5_goal_diff,away_prev_5_goal_diff,match_outcome
2010-02-14,8302,8371,3.6,2.2,6.4,2.0,13.8,14.4,2.8,2.8,0.4,0.2,19.8,15.4,6.8,3.6,50.8,45.2,1.6211111111111112,3.5888888888888886,5.311111111111111,79.9090909090909,74.27272727272727,-6.0,-3.0,1
2010-02-14,9875,8636,6.2,6.8,6.0,5.4,16.6,13.2,3.4,2.4,0.2,0.2,18.6,14.0,7.4,3.4,46.6,47.6,3.0922222222222224,3.161111111111111,2.288888888888889,75.9090909090909,83.81818181818181,2.0,6.0,0
2010-02-14,9906,8634,2.2,6.6,6.0,7.4,13.6,10.8,2.4,2.4,0.0,0.4,14.4,21.8,3.8,6.0,46.0,64.8,4.703333333333333,3.7222222222222223,1.678888888888889,77.54545454545455,83.18181818181819,5.0,14.0,1
2010-02-16,10194,8456,4.2,4.2,3.6,5.6,11.2,8.8,2.0,1.2,0.0,0.0,20.6,14.4,6.8,6.0,49.2,53.2,3.1388888888888893,3.2277777777777783,2.278888888888889,73.54545454545455,80.81818181818181,4.0,4.0,0
2010-02-17,8528,8559,6.6,6.2,6.4,6.0,12.2,11.4,2.2,2.0,0.0,0.0,12.2,17.8,5.0,3.2,51.2,45.8,2.2555555555555555,3.216666666666667,3.216666666666667,75.18181818181819,73.0,0.0,-5.0,0
2010-02-19,8226,9788,5.4,5.2,6.4,4.0,17.2,15.2,2.0,1.2,0.0,0.0,9.4,13.4,4.4,4.8,49.6,47.6,1.818888888888889,3.4444444444444446,4.314444444444444,74.81818181818181,73.81818181818181,-4.0,-3.0,0
2010-02-20,9790,9810,5.4,3.4,5.0,6.2,14.8,13.4,3.6,2.4,0.2,0.0,14.8,12.8,6.4,3.8,52.8,51.4,1.4844444444444445,3.9622222222222216,6.572222222222222,77.0909090909091,73.18181818181819,0.0,1.0,0
2010-02-20,8165,9823,3.6,7.4,6.8,6.2,15.4,14.0,1.4,1.0,0.0,0.0,16.4,23.6,4.6,7.8,54.8,57.4,8.0,4.5055555555555555,1.3588888888888888,71.63636363636364,79.27272727272727,-7.0,10.0,0
2010-02-20,8661,8302,3.6,3.8,5.2,7.0,14.8,13.0,3.4,2.2,0.0,0.4,14.2,22.4,3.8,6.2,45.2,50.2,2.47,3.283333333333333,2.716666666666667,76.18181818181819,78.27272727272727,3.0,-4.0,2
2010-02-20,8634,8696,7.0,3.0,6.6,4.0,11.0,17.0,3.0,2.4,0.4,0.0,22.4,15.8,7.0,2.8,64.4,44.2,1.1855555555555553,6.172222222222222,13.222222222222221,83.36363636363636,72.27272727272727,8.0,4.0,1
2010-02-20,8654,8667,5.6,3.4,6.6,4.4,13.6,12.6,1.2,1.8,0.0,0.2,18.8,15.4,5.2,5.6,51.2,46.4,1.77,3.4777777777777774,4.605555555555556,74.36363636363636,70.54545454545455,1.0,-4.0,1
2010-02-20,8462,10194,6.6,3.8,5.2,4.2,12.2,12.4,2.8,2.4,0.2,0.2,20.6,20.4,5.4,5.8,45.8,49.4,2.321111111111111,3.2444444444444445,3.038888888888889,72.9090909090909,73.0,-8.0,3.0,2
2010-02-20,9825,8472,6.8,4.0,6.2,3.6,14.8,11.2,1.8,1.8,0.0,0.2,15.6,16.2,7.0,4.0,53.0,47.4,1.21,5.861111111111111,13.777777777777779,80.45454545454545,76.18181818181819,-1.0,-7.0,1
2010-02-20,8602,8455,5.2,7.4,6.0,9.0,12.4,11.4,1.8,1.6,0.0,0.0,16.4,17.8,3.8,7.0,49.6,56.0,10.222222222222221,4.761111111111111,1.3144444444444447,69.54545454545455,83.0909090909091,-2.0,5.0,2
2010-02-20,10233,8600,3.4,7.2,5.2,6.4,20.2,10.8,3.2,3.0,0.2,0.0,15.6,15.4,5.0,3.2,46.6,45.4,1.9022222222222223,3.261111111111111,3.9444444444444446,76.54545454545455,76.45454545454545,-8.0,-1.0,1
2010-02-20,8668,10260,4.4,7.4,3.6,9.4,11.2,9.2,1.2,0.6,0.0,0.2,16.2,25.2,5.8,8.4,46.8,56.2,4.5811111111111105,3.4666666666666663,1.7855555555555556,78.81818181818181,81.9090909090909,5.0,14.0,1
2010-02-20,8636,9882,7.6,3.2,5.0,4.6,13.6,16.0,2.4,2.0,0.2,0.2,12.2,12.0,3.2,2.0,45.2,44.6,1.5066666666666666,3.755555555555555,6.800000000000001,84.18181818181819,75.45454545454545,5.0,-9.0,0
2010-02-21,9857,9885,1.6,5.4,3.0,7.2,12.4,16.2,1.0,3.0,0.0,0.2,11.2,16.4,1.0,6.2,37.4,53.4,4.022222222222222,3.283333333333333,1.9066666666666663,69.36363636363636,80.36363636363636,-2.0,-3.0,2
2010-02-21,8686,8530,3.6,3.4,4.4,4.6,9.4,15.0,1.8,3.2,0.0,0.2,15.6,12.0,5.4,4.8,50.8,42.2,1.3800000000000001,4.178888888888888,8.444444444444445,79.27272727272727,74.0909090909091,9.0,1.0,1
2010-02-21,10252,8191,3.6,3.4,6.2,5.0,10.0,10.2,0.8,1.0,0.0,0.0,23.2,12.0,6.8,3.2,48.2,48.0,1.3666666666666665,4.45888888888889,8.833333333333334,80.54545454545455,72.36363636363636,-1.0,-7.0,1
2010-02-21,9879,8658,6.8,5.8,4.6,5.0,9.6,10.4,1.0,2.6,0.0,0.0,19.2,14.4,4.8,5.0,50.8,44.8,2.0999999999999996,3.2444444444444445,3.505555555555555,76.9090909090909,77.9090909090909,0.0,-4.0,1
2010-02-21,8655,8559,4.0,5.4,4.2,6.8,15.2,11.0,1.8,1.8,0.0,0.0,17.6,19.6,5.8,4.4,49.0,46.4,1.9522222222222223,3.3,3.9899999999999998,74.72727272727273,73.0,1.0,-3.0,1
2010-02-21,8528,8586,4.8,8.0,6.4,6.4,10.4,10.8,1.6,1.4,0.0,0.0,12.0,21.0,5.0,7.4,50.8,49.2,3.6611111111111114,3.3555555555555556,2.022222222222222,74.9090909090909,79.18181818181819,-2.0,-1.0,2
2010-02-21,8456,8650,4.6,6.2,5.2,6.0,10.6,10.8,1.6,1.8,0.0,0.2,15.0,21.2,5.8,6.8,51.4,53.0,2.442222222222222,3.261111111111111,2.8777777777777778,80.9090909090909,82.0909090909091,1.0,4.0,0
2010-02-21,8697,8178,7.8,5.6,4.8,5.6,12.0,13.0,1.6,1.2,0.0,0.0,21.2,14.0,6.6,6.0,57.2,55.0,2.1611111111111114,3.3111111111111113,3.1944444444444446,79.0909090909091,77.36363636363636,-1.0,11.0,0
2010-02-21,8358,8177,2.2,3.8,4.6,4.2,17.6,14.6,1.6,1.6,0.0,0.0,12.2,9.2,2.8,1.8,44.8,42.0,2.4866666666666664,3.1999999999999997,2.731111111111111,67.36363636363636,74.36363636363636,-6.0,-8.0,2
2010-02-21,8633,10205,9.8,3.2,8.8,3.4,11.4,13.8,1.8,2.4,0.0,0.4,25.0,11.6,6.6,3.8,59.8,46.6,1.288888888888889,5.131111111111111,9.555555555555555,83.72727272727273,75.54545454545455,6.0,-3.0,1
2010-02-22,10267,8305,10.8,3.8,5.8,5.8,16.2,13.6,2.8,2.8,0.0,0.0,21.6,14.2,6.6,4.0,55.2,49.6,1.528888888888889,3.788888888888889,6.111111111111111,80.54545454545455,75.45454545454545,5.0,0.0,1
2010-02-23,10260,8654,5.8,6.8,8.2,6.8,8.8,13.0,0.8,0.8,0.2,0.0,26.6,21.0,9.4,6.0,53.8,53.0,1.1966666666666663,6.0,14.222222222222221,81.27272727272727,74.0,9.0,4.0,1
2010-02-24,8600,8529,5.8,4.4,7.4,4.4,12.6,16.0,3.4,2.0,0.2,0.0,14.4,19.2,3.0,3.8,45.0,45.2,2.0555555555555554,3.216666666666667,3.488888888888889,77.0,74.0,-5.0,-2.0,1
2010-02-26,10189,9789,4.8,5.8,6.2,6.4,20.2,16.8,1.8,1.8,0.0,0.0,19.4,14.0,7.0,3.6,51.2,49.6,1.9477777777777778,3.261111111111111,3.981111111111111,77.0909090909091,76.0909090909091,5.0,-4.0,1
2010-02-27,8178,8722,5.4,3.8,4.4,4.4,14.6,12.0,2.2,1.6,0.0,0.0,11.8,9.4,5.2,4.4,55.0,52.2,1.3455555555555554,4.48888888888889,8.666666666666666,78.18181818181819,72.81818181818181,7.0,1.0,0
2010-02-27,10194,9825,3.8,7.0,5.0,7.2,11.8,13.0,2.4,1.8,0.2,0.0,18.0,19.4,5.0,6.6,48.8,54.4,5.1,3.538888888888889,1.7011111111111112,72.45454545454545,80.72727272727273,4.0,-1.0,2
2010-02-27,8455,8456,5.4,4.2,7.6,4.6,12.2,9.6,1.8,1.8,0.0,0.0,16.8,17.2,6.4,6.8,56.2,51.4,1.433333333333333,4.184444444444444,7.555555555555555,83.0,80.72727272727273,4.0,3.0,2
2010-02-27,8658,8528,6.2,5.2,5.2,5.8,11.4,11.8,2.4,2.0,0.0,0.0,14.8,11.2,4.8,4.4,47.8,50.6,1.9177777777777776,3.3333333333333335,4.045555555555556,77.9090909090909,75.0,-5.0,-4.0,1
2010-02-27,8191,8462,2.8,6.0,4.6,5.0,10.6,10.4,1.6,2.6,0.0,0.2,12.4,19.6,3.6,5.6,49.8,47.2,2.0444444444444443,3.344444444444444,3.5888888888888886,73.81818181818181,72.0909090909091,-7.0,-9.0,2
2010-02-27,8559,8602,5.6,5.6,6.0,5.2,11.0,11.6,1.4,1.0,0.0,0.0,18.2,14.8,4.0,3.2,45.2,49.2,1.9422222222222223,3.2777777777777777,4.014444444444445,72.36363636363636,69.54545454545455,-7.0,-2.0,1
2010-02-27,10269,9810,3.4,3.2,6.0,5.6,10.4,15.0,1.6,2.2,0.2,0.0,10.6,12.8,4.6,3.0,47.2,47.0,1.5933333333333333,3.616666666666667,5.605555555555556,77.0909090909091,72.45454545454545,7.0,0.0,1
2010-02-27,8530,9976,3.0,4.0,4.6,5.8,16.4,13.6,2.6,2.4,0.0,0.0,11.4,10.0,4.0,3.0,43.0,46.0,2.1222222222222222,3.1166666666666667,3.461111111111111,73.72727272727273,71.27272727272727,0.0,-3.0,1
2010-02-27,8305,8394,4.6,5.4,6.6,5.4,13.0,16.6,3.2,2.8,0.0,0.0,17.2,15.4,5.0,5.4,51.8,46.0,1.842222222222222,3.3777777777777778,4.058888888888889,76.0909090909091,73.27272727272727,0.0,2.0,2
2010-02-27,9867,8633,7.4,8.6,8.2,8.4,17.2,11.0,3.4,1.8,0.0,0.0,16.6,23.6,5.4,6.0,50.2,60.8,9.777777777777779,5.083333333333333,1.2833333333333334,71.63636363636364,83.81818181818181,-10.0,10.0,2
2010-02-27,8543,8535,7.4,7.4,7.6,7.0,20.4,12.6,2.4,2.6,0.0,0.2,13.4,20.0,5.6,7.0,52.8,53.2,2.34,3.0833333333333335,3.038888888888889,74.9090909090909,77.0909090909091,2.0,1.0,0
2010-02-28,8650,8655,5.4,4.2,5.2,5.2,11.6,15.6,2.6,1.6,0.2,0.0,21.4,19.0,7.6,6.8,52.6,52.0,1.3633333333333333,4.4944444444444445,8.93888888888889,82.9090909090909,74.63636363636364,2.0,2.0,1
2010-02-28,8586,8668,8.2,4.2,6.2,2.8,9.6,11.6,1.6,2.2,0.0,0.0,20.2,17.4,7.2,4.4,50.2,46.8,1.9366666666666665,3.3444444444444446,3.981111111111111,79.18181818181819,77.72727272727273,4.0,5.0,1
2010-02-28,8472,9879,4.4,6.0,3.6,4.4,11.8,9.6,2.6,0.6,0.2,0.0,16.8,14.8,4.0,4.2,47.6,50.2,2.1944444444444446,3.2444444444444445,3.3055555555555554,76.63636363636364,76.9090909090909,-4.0,3.0,0
2010-02-28,9904,8721,4.6,4.0,3.4,5.4,14.2,14.4,1.4,1.2,0.0,0.0,7.2,13.8,4.6,5.8,47.8,46.4,3.8666666666666663,3.433333333333333,1.8711111111111114,71.63636363636364,77.0,-3.0,-7.0,2
2010-02-28,9823,9790,6.6,5.6,6.4,5.2,13.8,15.2,1.2,3.0,0.0,0.2,21.6,16.2,7.0,6.8,58.8,54.6,1.45,4.02,6.922222222222222,79.81818181818181,78.63636363636364,8.0,0.0,1
2010-02-28,9906,10267,2.8,10.2,5.0,5.4,12.2,17.2,2.2,2.8,0.0,0.0,13.6,21.4,3.6,6.0,45.2,52.2,2.4444444444444446,3.25,2.755555555555555,77.81818181818181,80.9090909090909,5.0,5.0,1
2010-02-28,8302,8315,2.6,3.6,5.4,4.0,12.2,16.2,2.4,2.6,0.6,0.2,16.8,16.6,3.8,6.0,47.8,45.4,1.6388888888888888,3.672222222222222,5.072222222222222,77.9090909090909,73.45454545454545,-1.0,-5.0,0
2010-02-28,10205,9783,3.2,3.0,3.2,6.0,13.0,12.8,2.2,2.8,0.4,0.0,10.8,11.4,3.6,3.4,48.0,46.2,1.9222222222222218,3.322222222222222,3.822222222222223,78.45454545454545,74.0909090909091,-7.0,-1.0,1
2010-02-28,8548,9925,4.4,5.0,4.6,5.2,17.8,12.8,3.0,2.2,0.0,0.2,17.0,23.8,6.0,6.0,45.2,54.8,2.2577777777777777,3.2555555555555555,3.066666666666667,75.36363636363636,73.18181818181819,3.0,-3.0,1
2010-02-28,8564,8524,5.8,4.0,6.4,5.8,11.8,12.6,1.4,1.8,0.0,0.2,34.0,14.6,6.0,4.0,63.4,51.0,1.3299999999999998,4.497777777777778,9.805555555555555,81.9090909090909,74.0,1.0,-1.0,1
2010-02-28,9875,8686,5.4,3.6,6.0,4.6,18.0,9.8,3.2,2.2,0.2,0.0,15.6,15.6,5.8,5.8,47.6,51.0,2.433333333333333,3.064444444444445,2.8966666666666665,77.0909090909091,80.45454545454545,2.0,7.0,0
2010-02-28,9885,8540,4.8,4.4,6.0,5.8,16.4,9.8,2.4,2.8,0.2,0.0,14.6,10.6,5.8,3.4,49.4,46.2,1.6811111111111112,3.4333333333333336,5.161111111111111,79.45454545454545,75.9090909090909,-1.0,-2.0,2
2010-02-28,8600,8636,6.2,7.0,7.6,5.0,13.8,14.0,3.2,2.6,0.2,0.4,18.0,12.6,4.2,3.4,47.4,44.4,3.611111111111111,3.1333333333333333,2.0555555555555554,76.18181818181819,82.72727272727273,-5.0,5.0,2
2010-03-06,8633,8302,8.6,4.0,7.2,7.2,11.4,12.8,2.0,1.8,0.0,0.8,23.6,22.6,5.6,5.2,59.6,52.2,1.3722222222222222,4.511111111111111,7.694444444444445,83.9090909090909,78.27272727272727,12.0,3.0,1
2010-03-06,8686,8564,4.0,5.4,5.2,5.6,9.4,11.0,2.0,1.2,0.0,0.0,13.6,30.6,5.0,5.4,51.4,62.2,2.2811111111111106,3.1944444444444446,3.036666666666667,79.63636363636364,81.0909090909091,6.0,5.0,0
2010-03-06,8535,9885,8.0,5.4,7.6,8.2,12.8,15.4,2.4,2.0,0.2,0.2,20.8,17.4,7.8,6.2,53.6,51.4,2.511111111111111,3.1111111111111116,2.7733333333333334,78.45454545454545,78.9090909090909,-3.0,-4.0,2
2010-03-06,9865,8634,2.0,6.0,2.8,6.2,17.6,11.2,2.8,3.2,0.2,0.4,10.0,17.0,4.2,6.2,40.2,63.8,10.166666666666666,5.116666666666666,1.2722222222222221,73.54545454545455,84.36363636363636,-8.0,8.0,0
2010-03-06,8697,10269,7.2,4.6,5.2,6.2,14.0,10.8,2.2,1.6,0.0,0.0,20.6,11.4,6.8,5.4,55.8,49.2,1.961111111111111,3.3833333333333337,3.6000000000000005,79.45454545454545,76.9090909090909,-1.0,8.0,0
2010-03-06,8602,10260,5.6,5.4,5.2,6.6,11.0,10.2,1.4,0.6,0.0,0.2,15.4,26.2,5.4,8.2,48.6,54.2,10.166666666666666,4.677777777777778,1.3255555555555558,69.54545454545455,82.36363636363636,-3.0,8.0,2
2010-03-06,8654,8559,7.2,6.4,6.4,6.4,13.4,11.0,0.8,0.8,0.0,0.0,22.6,17.4,6.6,4.8,50.4,47.2,1.7966666666666669,3.4499999999999997,4.561111111111111,74.36363636363636,72.72727272727273,1.0,-4.0,2
2010-03-06,8722,9823,3.6,7.0,3.0,6.0,11.0,13.4,1.8,1.2,0.0,0.0,8.6,19.4,4.2,6.6,47.8,59.0,7.527777777777778,4.09,1.4166666666666667,73.81818181818181,78.63636363636364,1.0,8.0,0
2010-03-06,9825,8191,6.8,3.6,7.8,4.6,11.4,10.2,1.6,1.4,0.0,0.0,20.6,13.2,6.2,3.0,56.4,48.8,1.1366666666666667,7.444444444444445,19.0,80.81818181818181,71.81818181818181,1.0,-7.0,1
2010-03-07,8315,10281,3.8,4.8,4.6,5.2,14.8,13.6,3.4,3.2,0.2,0.2,17.0,12.8,6.0,5.4,44.8,45.2,1.698888888888889,3.4833333333333334,4.855555555555556,75.63636363636364,71.0909090909091,-3.0,-5.0,1
2010-03-07,8636,10233,6.8,3.4,5.2,5.8,13.6,18.4,2.6,2.8,0.2,0.0,14.0,15.4,3.2,4.8,48.4,47.8,1.391111111111111,4.217777777777778,8.0,83.81818181818181,76.45454545454545,4.0,-4.0,0
2010-03-07,8558,10205,3.8,3.8,5.2,3.8,17.2,13.0,3.6,2.2,0.0,0.4,12.2,10.4,5.0,3.8,44.6,46.6,2.4011111111111108,3.244444444444445,2.8033333333333332,73.63636363636364,78.72727272727273,-2.0,-6.0,0
2010-03-07,9857,9875,2.0,5.6,4.6,7.4,12.8,16.0,0.8,3.0,0.2,0.2,12.2,19.8,3.2,6.4,38.8,50.6,2.854444444444445,3.0500000000000003,2.4699999999999998,71.18181818181819,77.27272727272727,-2.0,1.0,1
2010-03-07,9882,8543,4.0,7.2,4.8,6.4,13.6,19.2,2.4,2.4,0.2,0.0,17.2,14.4,2.8,5.8,48.8,53.4,2.042222222222222,3.1555555555555554,3.6222222222222222,75.9090909090909,76.18181818181819,-5.0,2.0,1
2010-03-07,8226,9905,5.8,1.4,5.4,2.8,14.6,13.0,1.8,1.0,0.0,0.0,9.8,6.6,4.8,2.6,49.2,47.2,1.7055555555555555,3.511111111111111,4.734444444444445,76.18181818181819,72.81818181818181,-4.0,-5.0,2
2010-03-07,8165,8178,2.6,5.4,6.0,5.2,15.8,11.4,1.6,2.2,0.0,0.0,12.6,11.6,3.4,3.8,49.4,55.6,4.988888888888889,3.5222222222222217,1.677777777777778,70.9090909090909,78.81818181818181,-6.0,7.0,1
2010-03-07,8668,8667,4.2,3.2,3.0,3.8,13.6,12.8,3.0,1.8,0.0,0.2,18.2,14.0,5.2,4.4,48.8,47.4,1.3666666666666665,4.5055555555555555,8.88888888888889,77.9090909090909,69.63636363636364,2.0,-3.0,1
2010-03-07,8394,9906,4.2,4.4,4.6,6.4,15.0,11.6,3.4,2.6,0.0,0.0,11.6,16.0,4.2,4.2,44.4,47.4,2.5,3.3,2.6666666666666665,73.27272727272727,77.54545454545455,3.0,4.0,0
2010-03-08,10267,8696,8.6,2.6,3.8,3.6,16.2,16.8,2.6,2.6,0.2,0.0,18.2,9.6,6.0,2.0,49.6,41.0,1.5155555555555553,3.8444444444444437,6.188888888888889,78.36363636363636,72.72727272727273,-1.0,1.0,0
2010-03-08,8528,8650,5.6,4.8,5.4,5.4,12.8,10.8,2.6,2.6,0.0,0.2,11.0,17.2,5.0,6.8,51.0,51.6,5.949999999999999,3.6166666666666663,1.6077777777777778,74.45454545454545,82.45454545454545,-4.0,3.0,1
2010-03-09,8472,8559,4.8,5.4,4.2,6.8,12.2,14.6,3.0,1.8,0.2,0.0,17.2,18.0,2.8,5.0,48.4,46.0,2.061111111111112,3.2277777777777774,3.5166666666666666,76.63636363636364,73.0,-2.0,-3.0,1
2010-03-09,8462,8658,5.6,6.6,5.0,5.6,10.8,11.2,2.4,2.6,0.2,0.0,19.6,14.8,4.8,4.6,49.0,49.2,2.3122222222222226,3.2333333333333334,2.9444444444444446,72.18181818181819,75.81818181818181,-6.0,-1.0,2
2010-03-10,8191,10194,3.6,4.0,4.8,5.0,10.6,11.4,2.0,1.8,0.0,0.4,12.0,18.2,2.8,5.0,46.4,47.4,2.47,3.2055555555555557,2.7511111111111113,71.27272727272727,73.18181818181819,-8.0,2.0,0
2010-03-12,8530,8636,2.0,7.2,5.0,6.2,16.2,14.0,2.4,2.6,0.0,0.2,9.8,16.2,3.8,3.6,46.4,49.2,4.167777777777778,3.2555555555555555,1.8877777777777776,74.0909090909091,83.0909090909091,5.0,1.0,1
2010-03-12,10189,10269,5.2,4.8,5.4,5.0,18.8,11.8,1.2,1.6,0.0,0.0,20.4,12.6,8.2,5.4,51.4,48.8,1.9888888888888887,3.338888888888889,3.605555555555556,76.9090909090909,76.9090909090909,7.0,6.0,1
2010-03-13,9788,8721,5.6,4.2,3.8,5.8,13.8,13.8,1.2,1.6,0.0,0.0,12.6,13.6,4.6,5.0,46.0,45.6,2.8544444444444443,3.333333333333334,2.34,73.63636363636364,76.81818181818181,0.0,-4.0,2
2010-03-13,9875,8535,4.6,7.2,6.4,6.4,16.6,14.6,2.6,1.8,0.0,0.0,17.6,23.2,5.4,7.2,53.0,52.8,2.047777777777778,3.1999999999999997,3.6333333333333337,76.45454545454545,77.0909090909091,0.0,-5.0,2
2010-03-13,9823,8358,6.0,3.6,4.6,4.2,14.6,17.8,1.4,2.0,0.0,0.0,17.0,12.0,6.4,3.2,57.8,45.2,1.1444444444444444,6.722222222222222,16.944444444444443,78.45454545454545,69.9090909090909,5.0,-8.0,1
2010-03-13,9869,8315,4.4,4.2,3.8,4.2,13.8,12.2,3.0,2.6,0.0,0.2,12.2,20.2,4.8,6.8,42.8,47.0,2.3833333333333337,3.2222222222222223,2.8677777777777775,73.36363636363636,75.36363636363636,-1.0,-2.0,0
2010-03-13,8302,9783,3.4,2.8,5.0,4.4,13.0,12.6,2.0,3.2,0.8,0.0,20.0,10.2,5.0,3.4,51.4,48.6,1.641111111111111,3.572222222222223,5.272222222222222,79.63636363636364,75.81818181818181,1.0,-2.0,0
2010-03-13,8191,8602,4.2,6.2,4.8,4.8,9.8,10.8,2.0,1.8,0.0,0.0,10.6,13.0,3.0,4.6,46.6,46.8,2.253333333333333,3.2277777777777774,3.2055555555555553,72.72727272727273,69.54545454545455,-9.0,-4.0,2
2010-03-13,8559,8528,5.6,5.4,6.6,5.2,13.0,12.6,1.8,1.8,0.0,0.0,18.0,11.6,5.6,5.2,46.0,51.6,2.094444444444444,3.255555555555555,3.561111111111111,72.72727272727273,74.27272727272727,-5.0,-3.0,1
2010-03-13,8658,8668,6.0,4.6,4.8,3.4,10.2,11.8,2.2,2.6,0.0,0.0,13.8,18.0,4.6,4.4,48.8,48.8,2.8755555555555556,3.2277777777777774,2.4455555555555555,76.81818181818181,78.18181818181819,0.0,5.0,0
2010-03-13,8667,9825,3.0,8.6,3.4,7.8,12.2,11.8,1.6,1.4,0.2,0.0,9.6,23.0,3.8,6.2,47.4,58.4,7.833333333333333,4.492222222222222,1.391111111111111,71.27272727272727,80.36363636363636,-7.0,5.0,2
2010-03-13,10194,10252,4.0,3.4,5.4,6.8,11.4,8.4,1.4,0.6,0.4,0.0,18.2,21.2,4.2,7.0,46.2,48.8,3.188888888888888,3.227777777777778,2.272222222222222,73.63636363636364,80.18181818181819,-1.0,3.0,0
2010-03-13,8586,8655,8.6,4.8,6.0,4.6,8.4,14.4,1.6,2.0,0.0,0.0,16.8,16.8,6.2,6.4,47.4,52.8,1.4455555555555555,4.128888888888889,7.572222222222223,79.81818181818181,74.9090909090909,3.0,0.0,1
2010-03-13,8455,8654,7.4,8.4,7.2,8.2,13.6,12.6,2.2,1.2,0.2,0.0,25.0,22.0,5.2,5.8,55.8,51.4,1.2188888888888891,5.722222222222222,13.88888888888889,82.27272727272727,73.63636363636364,1.0,0.0,1
2010-03-14,10167,8524,4.8,4.6,5.0,6.8,15.0,12.4,2.6,1.2,0.0,0.0,18.4,15.0,5.0,4.4,47.0,48.6,1.96625,3.18125,3.83125,74.36363636363636,73.45454545454545,-7.0,-2.0,1
2010-03-14,8634,10267,6.4,7.4,6.8,5.2,10.0,15.0,2.8,2.4,0.6,0.2,17.4,19.2,6.2,6.0,64.4,51.2,1.3833333333333333,4.44,7.572222222222223,82.63636363636364,78.63636363636364,5.0,0.0,1
2010-03-14,8564,8533,4.0,4.8,5.6,5.8,10.6,17.4,1.4,2.0,0.0,0.2,30.2,19.6,5.4,4.6,60.0,47.2,1.3822222222222225,4.228888888888889,8.461111111111112,80.45454545454545,73.45454545454545,5.0,-3.0,1
2010-03-14,9885,8551,5.2,4.8,6.6,5.4,15.2,10.8,2.2,2.0,0.2,0.4,17.2,14.8,5.2,5.2,52.8,41.2,1.3377777777777777,4.431111111111111,8.88888888888889,77.9090909090909,70.45454545454545,0.0,-12.0,0
2010-03-14,8226,8697,4.6,7.6,4.4,5.0,14.8,15.0,1.8,2.2,0.0,0.0,8.2,23.6,3.8,6.2,48.2,55.6,2.6944444444444446,3.316666666666666,2.47,74.63636363636364,78.27272727272727,-6.0,-1.0,2
2010-03-14,8472,8456,4.8,4.0,5.0,4.2,13.4,11.0,3.0,1.8,0.2,0.0,13.2,16.0,2.0,5.2,48.6,49.6,3.4944444444444445,3.3055555555555554,2.1055555555555556,75.63636363636364,80.9090909090909,2.0,3.0,0
2010-03-14,10260,9879,5.6,5.2,7.0,4.4,10.0,10.6,0.8,1.0,0.2,0.0,26.0,14.6,8.0,4.0,56.6,50.2,1.2211111111111113,5.616666666666666,14.11111111111111,83.45454545454545,76.45454545454545,7.0,5.0,1
2010-03-14,10281,8633,5.4,7.6,4.4,8.0,13.2,12.6,2.6,2.0,0.2,0.0,14.4,24.4,5.2,5.0,45.6,57.8,9.88888888888889,5.238888888888889,1.27,72.36363636363636,83.45454545454545,-11.0,14.0,2
2010-03-14,8178,9790,5.4,5.6,4.2,6.2,11.8,16.4,2.8,2.8,0.0,0.2,12.6,14.8,3.8,6.2,56.6,52.8,2.0144444444444445,3.344444444444444,3.5277777777777777,78.63636363636364,78.54545454545455,4.0,-1.0,1
2010-03-15,8650,8462,2.8,5.0,5.6,4.8,11.6,9.4,3.4,2.4,0.2,0.2,14.4,17.0,6.0,5.0,50.2,48.8,1.2433333333333332,5.416666666666667,12.777777777777779,82.81818181818181,71.27272727272727,0.0,-6.0,1
2010-03-15,9906,8371,4.0,2.2,5.2,2.4,12.6,13.8,2.4,3.0,0.2,0.2,16.2,15.8,4.4,4.4,47.8,47.6,1.7022222222222223,3.5222222222222226,4.727777777777778,77.36363636363636,75.63636363636364,3.0,-3.0,1
2010-03-16,8528,10252,5.0,3.2,5.6,5.8,13.2,8.0,1.8,1.2,0.0,0.0,15.2,15.0,4.6,5.0,50.8,49.4,3.4166666666666665,3.25,2.1333333333333337,74.0909090909091,80.81818181818181,-7.0,3.0,2
2010-03-19,8722,9788,3.2,6.4,2.4,4.6,12.2,13.8,2.0,1.4,0.0,0.0,6.8,14.8,3.0,5.6,44.8,46.2,2.1944444444444446,3.2277777777777774,3.2222222222222223,75.54545454545455,73.18181818181819,-2.0,-5.0,0
2010-03-20,8472,8658,4.8,5.0,5.2,4.6,13.6,11.0,2.6,1.4,0.2,0.0,11.6,13.8,2.2,3.8,47.8,48.4,2.1666666666666665,3.238888888888889,3.388888888888889,75.63636363636364,76.72727272727273,2.0,-1.0,1
2010-03-20,9825,8654,8.6,7.0,8.6,7.0,11.4,12.0,1.4,1.2,0.0,0.0,23.2,18.2,6.2,5.0,59.4,49.6,1.2211111111111113,5.638888888888889,13.88888888888889,81.0909090909091,72.81818181818181,8.0,-2.0,1
